,review_count,business_id,categories,Unnamed: 0,super_rating,name,latitude,longitude,address,postal_code,positive_aspect,negative_aspect
139153,55,_vetnsfyQcbeYfxoiTIOPA,"Restaurants, Nightlife, Bars, American (Traditional), Cocktail Bars, Lounges, American (New)",1495,3.697536363636364,Zeppelin Nashville ,36.1687432454,-86.781358755,505 3rd Ave N,37201.0,"['view', 'views', 'ambiance', 'drinks', 'food']","['meal', 'specialty drinks', 'kitchen', 'waitress', 'menu']"
139208,17,ymLl9bWlfHpL-ooWx8ko5w,"Wine Bars, Nightlife, Food, Creperies, Restaurants, Bars, Coffee & Tea",2462,4.16235,The Perch Downtown,36.1673433,-86.7800318,"300 James Robertson Pkwy, Ste 201",37201.0,"['food', 'lunch', 'breakfast', 'coffee', 'parking']","['staff', 'caramel macchiato', 'belgian waffles', 'fillings', 'ham']"
139226,200,UJPWeNYm4VrkvcAAbqAv_A,"Food, Seafood Markets, Restaurants, Local Flavor, Seafood, Specialty Food",1223,4.709798039215687,Seafood Sensation,36.1673245321,-86.8201071024,"2719 Jefferson St, Ste E",37208.0,"['food', 'seafood', 'staff', 'portions', 'shrimp']","['jumbo shrimp', 'girl', 'wait', 'area', 'guy']"
139430,77,TitQg4QZ5OEWd6rsRmdYXA,"Restaurants, Pizza, Chicken Wings, Salad, Italian",1199,4.674896296296296,Obie's Pizza,36.1512496,-86.8042055,2217 Elliston Pl,37203.0,"['pizza', 'delivery', 'service', 'food', 'staff']","['tomato sause', 'guy', 'meal', 'chicago style pizza', 'driver']"
139511,70,F8Y_XCZ3QT4BW5-_EwErzg,"Restaurants, Mexican",659,3.360487323943662,Las Palmas Mexican Restaurant,36.1207911372,-86.7752800137,2617 Franklin Pike,37204.0,"['food', 'staff', 'mexican food', 'rice', 'lunch']","['dinner', 'burrito', 'onions', 'waiters', 'service']"
139582,19,ZzKuqTj_fjlStijadL5noQ,"Restaurants, Sandwiches, Desserts, Gluten-Free, Bakeries, Coffee & Tea, Food",1452,4.197649999999999,FiddleCakes Cummins,36.1549013,-86.7818914,300A 10th Ave S,37203.0,"['coffee', 'catering', 'service', 'breakfast menu', 'drip coffee']","['cheese quiche', 'parking', 'parking lot', 'sandwiches', 'priced']"
139604,16,XRDcLPEmTyZihws-_sC3_A,"Cafes, Food, Restaurants, Bakeries",1345,2.284147058823529,Bread & Company,36.0971210529,-86.872833577,6051 Hwy 100,37205.0,"['fruit tea', 'chocolate', 'cookies', 'waffle bar', 'croissant']","['prices', 'personnel', 'staff', 'counters', 'service']"
139621,12,zuP6BplIz4y6QGuq7Ftm1g,"Sports Bars, American (New), Cocktail Bars, Nightlife, Bars, Restaurants",2496,4.109092307692308,Fourth & U,36.1652779,-86.7803606,315 4th Ave N,37219.0,"['live music', 'wait staff', 'breakfast', 'chef', 'staff']","['salmon', 'menu', 'meal', 'cheese', 'topping']"
139634,10,QfzhKUUUEOvHK7OuHJ5Cqg,"Food, Bakeries, Pets, Cafes, Restaurants, Coffee & Tea, Nightlife, Pet Adoption, Bars, Wine Bars",1083,5.94524,The Catio Cat Lounge,36.2199531,-86.6970639,"2416 Music Valley Dr, Ste 114",37214.0,"['place', 'staff', 'cation', 'activity', 'drinks']","['drinks', 'kitties', 'toys', 'cats', 'lounge']"
139644,87,T4v7qgTIhDFoDYxTMus5Yw,"Food, Vegan, Juice Bars & Smoothies, Acai Bowls, Restaurants",1177,5.405287640449439,E+Rose Wellness Cafe of Nashville,36.1590375,-86.774542,211 3rd Ave S,37201.0,"['staff', 'place', 'food', 'smoothies', 'bowl']","['dinners', 'granola', 'cashier', 'fried food', 'pea protein']"
139733,5,iqUjgdqNjfZIz0Zs4Y2_cQ,"Restaurants, Cocktail Bars, Italian, Bars, American (New), Nightlife",1844,5.32834,Harth,36.1096116,-86.818543,3801 Cleghorn Ave,37215.0,"['goodness', 'restaurant', 'server', 'prices', 'menu']","['goodness', 'restaurant', 'server', 'prices', 'menu']"
139738,70,exRWvXsuEZe_-jguq9aniQ,"Tex-Mex, Restaurants, Mexican",1687,4.7626875,Las Fiestas Cafe,36.213089,-86.731973,3623 Gallatin Pike,37216.0,"['food', 'service', 'salsa', 'staff', 'mexican']","['bar', 'decor', 'attire', 'chili meat', 'refried beans']"
139810,200,Sy4VvCqRsPB0IN8u-0wVtQ,"Restaurants, Food, Food Delivery Services, Pizza, Gluten-Free, Italian, Salad",1171,4.4332418269230764,E Milano's Pizza House,36.1633834839,-86.664352417,150 Donelson Pike,37214.0,"['pizza', 'food', 'service', 'delivery', 'place']","['jalapeño poppers', 'cherry dessert', 'cashier', 'workers', 'seasonings']"
140018,24,7OC_kL9FajIxa1oaEcEONA,"American (New), Breakfast & Brunch, Seafood, Restaurants, Southern, Comfort Food",338,4.981270833333333,JWB Grill,36.155507,-86.7756933436,425 Rep John Lewis Way S,37203.0,"['food', 'service', 'place', 'salmon', 'drinks']","['jumbo shrimp', 'smoked ribeye', 'front desk', 'valet parking', 'potatoes']"
140042,84,O5w-GuNCARANWyDzUO3ReA,"Restaurants, Ethiopian",998,5.4623420454545455,Awash Ethiopian Restaurant,36.1300378,-86.7148156,976 Murfreesboro Pike,37217.0,"['food', 'owner', 'ethiopian food', 'place', 'injera']","['card', 'environment', 'napkins', 'tables', 'menu']"
140130,362,_1wGbJlj9gRIcbGikrhUmA,"Vietnamese, Amateur Sports Teams, Restaurants, Active Life, Soup",1454,4.572105483028721,Miss Saigon,36.1471972743,-86.8631382597,5849 Charlotte Pike,37209.0,"['food', 'pho', 'atmosphere', 'service', 'place']","['noodle bowl', 'peanut dipping sauce', 'egg rolls dipping sauce', 'shrimp', 'location']"
140513,254,CkYoNqqNAfRxatyylgN15A,"Nightlife, Food, Restaurants, Sports Bars, American (New), Bars",555,4.238511328125,Barlines,36.1573074695,-86.7769513114,250 5th Ave S,37203.0,"['food', 'service', 'drinks', 'live music', 'atmosphere']","['waitstaff', 'bacon and cheddar burger', 'martini', 'management', 'chicken']"
140769,16,tvmoUTS2O3EP2swVoEipMg,"Cocktail Bars, Hotels & Travel, Food, Bars, Coffee & Tea, American (New), Restaurants, Nightlife",2247,3.732275,The Pool Club,36.1517388,-86.79312,1 Music Sq W,37203.0,"['drinks', 'vibe', 'food', 'atmosphere', 'decor']","['glasses', 'nashville hot chicken', 'mojito', 'waitress', 'music']"
140785,21,fnBifLT87rhowfaKmbXdXA,"Bars, Restaurants, Bakeries, Hookah Bars, Cafes, Mediterranean, Nightlife, Food, American (Traditional), Sports Bars, Desserts",1725,4.722958333333334,Baklava Cafe & Hookah Lounge,36.0996388507,-86.7397489829,3403 Nolensville Rd,37211.0,"['food', 'baklava', 'pastries', 'service', 'turkish coffee']","['restaurant', 'table service', 'honey', 'den', 'deserts']"
140809,822,tELoGj2QJYYFQ1jo_XXbpA,"Music Venues, Nightlife, Bars, American (Traditional), Arts & Entertainment, Restaurants, Burgers, Dive Bars",2211,5.224385185185185,Robert's Western World,36.1610407,-86.7780154,"416 Broadway, Ste B",37203.0,"['music', 'food', 'place', 'live music', 'band']","['aisle - way', 'area', 'conditions', 'dance floor', 'manager']"
141646,36,8brk96MD077VJTGOUI67Qg,"Barbeque, Restaurants",396,3.784065789473684,Murffs BBQ Shack,36.0764393,-86.9474956,7609 U S 70S,37221.0,"['place', 'sides', 'chicken', 'food', 'barbecue']","['macaroni', 'cheese', 'cole slaw', 'bread buns', 'corn bread fritter']"
141684,126,mOt8sceynF20Q6LIxNaSEg,"Southern, Restaurants, Food",1969,4.832196946564885,PDK Southern Kitchen & Pantry - Nashville,36.081293,-86.9485521,"8121 Sawyer Brown Rd, Ste 204",37221.0,"['food', 'staff', 'chicken', 'service', 'place']","['fried chicken', 'oil', 'water', 'potato soup', 'slices in soup']"
141815,504,2Z8YwDy6fUUTFFSSNXbLBg,"Vegan, Restaurants, Live/Raw Food",143,5.259745857418112,Avo,36.1526743488,-86.8200841626,"3 City Ave, Ste 200",37209.0,"['food', 'service', 'place', 'atmosphere', 'avocado margarita']","['mac & cheese', 'dinner view', 'indoor', 'room', 'price']"
142334,15,7uDSvZ7cM8uEedrcAwdnRQ,"Comfort Food, Breakfast & Brunch, Barbeque, Restaurants",360,3.87676,Mallard's Restaurant,36.26362,-86.7567611,3803 Dickerson Pike,37207.0,"['staff', 'omelets', 'chef', 'plate', 'eggs']","['meat -', 'comfort food', 'venue', 'waitress', 'hours']"
142349,311,ZYS967VjyavLFLG9Qrc9gQ,"Cajun/Creole, Restaurants",1435,5.456813271604938,Voodoo Gumbo,36.075209,-86.922438,"7114 Hwy 70 S, Ste 109",37221.0,"['food', 'service', 'staff', 'gumbo', 'place']","['food selection', 'options', 'roux', 'boy sandwiches', 'combo']"
142673,23,feIQTnvT8FBXPhRTVWcJRw,"Restaurants, Burgers",1718,4.924808695652174,Fat Mo's,36.148589,-86.8582287,351 White Bridge Rd,37209.0,"['food', 'burger', 'price', 'service', 'burgers']","['sandwich', 'specials', 'location', 'look', 'building']"
142696,59,f0qy_jMfakYtRQLADjmC3w,"Restaurants, Fast Food, Burgers, Coffee & Tea, Food",1691,1.1766606557377048,McDonald's,36.1208362953,-86.774822697,2612 8th Ave S,37204.0,"['location', 'fare', 'atmosphere', 'building', 'mcdonald']","['workers', 'line', 'management', 'staff', 'employees']"
142757,44,ulKUOaPahi2rUhGQYyYY4g,"Fast Food, Chicken Shop, Breakfast & Brunch, Salad, Southern, Restaurants, Sandwiches",2279,3.918053333333333,Bojangles,36.0404400729,-86.7431649193,15594 Old Hickory Blvd,37211.0,"['food', 'service', 'staff', 'chicken', 'sides']","['cheese biscuits', 'wait', 'jambalaya', 'rice', 'tenders']"
142802,38,Nli_jk1atYhVCcJhv0l3Zg,"Restaurants, Sandwiches, Delis, Fast Food",986,1.853521052631579,Quiznos,36.128852,-86.670071,"One Terminal Drive, Ste 325",37214.0,"['sandwiches', 'spot', 'chicken carbonara', 'managers', 'meatball sandwich']","['food', 'line', 'sandwich', 'place', 'service']"
142840,37,CsavgbTzQl1sfiGduHbkcQ,"Tobacco Shops, Grocery, Restaurants, Shopping, Halal, Food",562,5.233112820512821,Sulav International Market,36.068601,-86.720394,4647 Nolensville Pike,37211.0,"['breads', 'market', 'service', 'pastries', 'store']","['chicken shawarma sandwich', 'sandwiches', 'garlic sauce', 'pricing', 'cashiering person']"
142879,7,13xACwAI6L3KcdH7LvIJ6Q,"Bars, Event Planning & Services, Restaurants, Cocktail Bars, Hotels & Travel, Hotels, Lounges, Nightlife, American (New)",76,4.319671428571429,Sessions Lounge,36.1629719,-86.782873,623 Union St,37219.0,"['service', 'bar', 'bartenders', 'pool', 'drinks']","['price', 'lobby', 'wine', 'mgmt', 'fish']"
142886,10,FPbh-t9fTEc5x2SCresK6A,"Coffee Roasteries, Food, Coffee & Tea, Internet Cafes, Restaurants, Breakfast & Brunch",668,5.161409090909091,Madera Coffee Roasting Company,36.0844025,-86.729955,3961 Nolensville Pike,37211.0,"['coffee', 'staff', 'chorizo egg burrito', 'owners', 'iced coffee']","['place', 'mexican', 'mocha', 'chocolate', 'cayenne']"
142897,15,4ijsuCOtiM7k2AUi6dxivw,"Desserts, Ice Cream & Frozen Yogurt, Food, Restaurants, Juice Bars & Smoothies",230,3.38195625,Tasti D-Lite,36.147162,-86.8084206,2416 W End Ave,37203.0,"['nutella tasti', 'cup', 'dutch chocolate', 'taste', 'treats']","['taste', 'treats', 'flavor', 'carrot', 'cake']"
142913,5,apzsxzeSo_MAuW8hkcAh1A,"Dance Clubs, Bars, Nightlife, Lounges, Restaurants, American (Traditional)",1538,3.357366666666666,The Cave,36.1517354,-86.7802609,811 Gleaves St,37204.0,"['place', 'erica', 'bar', 'building', 'basement']","['place', 'erica', 'bar', 'building', 'basement']"
142919,204,c5zCZbqxx09GjNo5O8UcVg,"Breakfast & Brunch, Seafood, Barbeque, American (New), Restaurants, Wineries, Steakhouses, Arts & Entertainment, Food",1573,5.038229577464789,Southside Grill,36.0159311941,-86.7055778093,"6601 Sugar Valley Dr, Ste 101",37211.0,"['food', 'service', 'atmosphere', 'staff', 'brunch']","['béarnaise sauce', 'drink', 'fish', 'table top', 'flavor']"
143132,8,ESkjE8HTcghidl4sKJr-CA,"Food, American (New), Restaurants, Seafood Markets, Grocery, Shopping, Wholesale Stores, Specialty Food",629,3.3369,Restaurant Depot,36.1744346619,-86.7748413086,111 Oldham St,37213.0,"['vegatables', 'meats', 'supplies', 'shopping', 'team']","['guest service person', 'cashiers', 'line', 'place', 'meat']"
143140,149,_V3YkIkqAn4V6U-cAykVtw,"Restaurants, Thai, Sushi Bars",1474,3.8441559210526313,Koi Sushi & Thai,36.122846,-86.776341,2535 Franklin Pike,37204.0,"['sushi', 'food', 'atmosphere', 'rolls', 'pho']","['fish', 'sushi quality', 'portion', 'waiter', 'service']"
143292,32,TjGBwgF3KZphbUqhxx5gHQ,"Mexican, Tacos, Restaurants",1200,5.388959375,Pie Town Tacos,36.1524876,-86.7755807,614 Ewing Ave,37203.0,"['tacos', 'food', 'service', 'staff', 'place']","['tortilla / meat', 'girl', 'counter', 'margarita', 'building']"
143324,18,cughmwlt4Y19rUgADPNd6g,"Tacos, Mexican, Restaurants",1610,4.357105263157894,West Coast Taco Shop,36.170064,-86.6655607,2720 Old Lebanon Rd,37214.0,"['food', 'chips', 'shredded beef burrito', 'chicken burrito', 'burria']","['breakfast', 'queso', 'dude', 'cashier', 'service fee']"
143343,11,I4eymkW2zyz6_bdic09ASQ,"Restaurants, Vegetarian, Sandwiches",778,2.993581818181818,Sloco,36.1706067124,-86.7892330249,900 Rosa Parks Blvd,37208.0,"['place', 'vegan', 'homemade seitan sandwich', 'slaw', 'chicken pesto']","['food', 'menu', 'wait', 'vegan meatball sandwich', 'bread']"
143354,158,jaJhPD1mn5aqWUr61-nxyw,"American (Traditional), Breakfast & Brunch, Sports Bars, Venues & Event Spaces, Burgers, Nightlife, Beer Bar, Bars, Restaurants, Event Planning & Services",1874,4.20097791411043,Noble's Kitchen & Beer Hall,36.177625,-86.751925,974 Main St,37206.0,"['food', 'staff', 'beer', 'place', 'parking']","['glaze', 'employees', 'served', 'beer lines', 'tables']"
143517,12,KruOBMcKFVs2BFfBd6z0lg,"Restaurants, Thai",874,2.3298384615384617,Pad Thai Kitchen,36.182893,-86.749172,"604 Gallatin Ave, Ste 109",37206.0,"['thai food', 'staff', 'rolls', 'beer selection', 'coconut soup']","['green chicken curry', 'ambiance', 'vegetable pad thai', 'food', 'tofu and cashew dish']"
143530,16,3zuoA52txAW6o1AJPf6w3w,"Seafood, Sandwiches, Restaurants",199,4.948666666666666,The Grilled Cheese & Crab Cake Co,36.1632124,-86.7786131,160 4th Ave N,37219.0,"['shop', 'grilled cheese', 'food', 'grilled cheese sandwich', 'grilled cheese crabcake sandwich']","['grilled ham', 'cheese', 'crab melt', 'lunch', 'place']"
143548,23,zXXzimAYL2m4Jkul0iHUPw,"Arts & Entertainment, Cajun/Creole, Nightlife, Restaurants, Coffee & Tea, Music Venues, Bars, Beer, Wine & Spirits, Food",2483,3.5925347826086957,Wild Bill's Four Bars,36.1605516,-86.7784786,105 5th Ave N,37203.0,"['beignets', 'food', 'wine bar', 'place', 'owners']","['beer', 'staff', 'hostess', 'bar scene', 'mix']"
143571,35,WRhmIqpoCbztI7IZwNsPyA,"Burgers, Restaurants, American (Traditional)",1311,4.043191891891891,Ruby Tuesday,36.086443,-86.647757,2304 Murfreesboro Pike,37217.0,"['service', 'food', 'server', 'staff', 'steak']","['chicken', 'shrimp', 'chips', 'price', 'plate']"
143608,11,G3Zd640VOpMgxXizb6aO6A,"Ice Cream & Frozen Yogurt, Burgers, Restaurants, Food, Fast Food",696,1.1723727272727271,Sonic Drive-In,36.0462129758,-86.9499911491,5747 Temple Rd,37221.0,"['location', 'outdoor furniture', 'food', 'drinks', 'cream']","['staff', 'burgers', 'sandwich cheese', '- through guy', 'sonic']"
143619,12,3awWfOPccIIZi5G9zedZew,"Restaurants, Food, Mexican, Food Trucks",190,4.794425,Tacos Aurora,36.1530043,-86.8433279,4611 Alabama Ave,37209.0,"['tacos', 'service', 'food', 'food truck', 'staff']","['tortas', 'california burrito', 'menu', 'chicken street tacos', 'wait']"
143631,201,22fzAJbot9r6iA394ZEKxA,"Restaurants, Nightlife, Bars, Wine Bars, American (Traditional), Cocktail Bars, Breakfast & Brunch",119,4.41727881773399,Geist,36.1746332,-86.7855189,311 Jefferson St,37208.0,"['food', 'service', 'atmosphere', 'place', 'drinks']","['key lime pie', 'sausage', 'egg on chilaquiles', 'chicken sandwich', 'waiter']"
143834,10,mq3JkTyu7DEbmoeKjsXQqw,"Italian, Pizza, Restaurants",1987,3.86082,Pizza Perfect,36.1054197,-86.7956733,4002 Granny White Pike,37204.0,"['pizza', 'meat', 'bread', 'service', 'atmosphere']","['beers', 'cheesesteak', 'manager', 'price', 'staffing']"
143844,74,4kViSyQIJxn7kg-uGrYboA,"Restaurants, Coffee & Tea, Food, Delis",232,4.450163414634146,Phat Bites,36.1508835,-86.6656287,940 Allen Rd,37214.0,"['sandwiches', 'food', 'salads', 'staff', 'sandwich']","['line', 'steak', 'wait staff', 'steak wrap', 'parking lot']"
143926,7,QFGzX6DW9Fsdfo6uSGVhjg,"Bars, Nightlife, Mediterranean, Food, Hookah Bars, American (New), Restaurants, Lounges",1066,2.983314285714286,Pharaoh Lounge & Grill,36.079401,-86.643015,"2510 Murfreesboro Pike, Ste 11",37217.0,"['tarboush', 'waiters', 'prices', 'drinks', 'hookah']","['interior design', 'booth', 'seating', 'pricing', 'crowd']"
143933,274,fy7kLejLjyVsbVycL6gqfQ,"Arts & Entertainment, Music Venues, Nightlife, American (New), Bars, Restaurants",1730,4.295965703971119,Tin Roof Broadway,36.1613946655,-86.7768571232,316 Broadway Ave,37201.0,"['music', 'live music', 'atmosphere', 'food', 'band']","['drums', 'chips', 'biscuit sliders', 'bouncer', 'bartender']"
144210,11,VfjeIA7g9UdQvRokWeBo6g,"Pizza, Restaurants",1283,5.023054545454546,DeSano Pizzeria,36.1613692891,-86.7792204239,5055 Broadway Place,37203.0,"['pizza', 'ingredients', 'staff', 'spot', 'margherita']","['chili', 'cheese', 'hot', 'char', 'margarita pizza']"
144221,22,DFD3cHf4OeORHuEUlSaIAg,"Thai, Vietnamese, Chinese, Asian Fusion, Japanese, Restaurants",578,3.966872727272727,Pacifica,36.1631302,-86.7806272,506 Church St,37219.0,"['service', 'flavors', 'basil shrimp', 'beef', 'food']","['seasame chicken', 'sauce', 'dish', 'wonton smores', 'asian food']"
144243,27,9ny4OGRDyQCa5woBmxj6iA,"Diners, Vietnamese, Restaurants",448,4.887519999999999,Hieu Giang Pho,36.148738,-86.863028,5821 Charlotte Pike,37209.0,"['service', 'spring rolls', 'pho', 'food', 'supper bowl']","['rice with pork dish', 'server', 'menu', 'egg noodle soup topped with seafood', 'toppings']"
144273,5,TjjYLaIKu8YUo_z-twhc8A,"American (New), Burgers, Beer Bar, Nightlife, Bars, Restaurants",1201,1.6055800000000002,Bar Louie,36.0800468866,-86.9491107433,7620 Hwy 70 S,37221.0,"['server', 'drinks', 'service', 'burger', 'bartender']","['server', 'drinks', 'service', 'burger', 'bartender']"
144278,16,ETQKdyfkVjdGj62aS4dknA,"Seafood, American (Traditional), Sandwiches, Restaurants, Chicken Wings",630,4.9344117647058825,Lee's Philly Cheese Steak,36.197183,-86.741843,2610 Gallatin Pike,37216.0,"['place', 'philly', 'menu', 'phillys', 'cheese steak sandwich']","['service', 'food prep area', 'meat', 'bread', 'neighborhood']"
144295,25,px1n_QrCT6eX7n-ZV4z2Sw,"Chicken Wings, Restaurants",2094,2.383003846153846,Wingstop,36.1291466,-86.90734929999999,7088-C Charlotte Pike,37205.0,"['food', 'wings', 'customer service', 'louisiana rub', 'service']","['spot', 'ranch', 'blue cheese dressing', 'worker', 'sauce']"
144321,40,0loG1bKgcg8zdC39934GCg,"Szechuan, Restaurants, Chicken Wings, Seafood, Chinese",59,2.88075,No 1 Chinese,36.109744,-86.7263762,63 E Thompson Ln,37211.0,"['place', 'veggies', 'food', 'crab', 'chinese']","['bread', 'cream cheese crab rangoon', 'cream cheese', 'rice', 'flavor']"
144361,45,C6QYjAlwZ8KFx0rV7Qp53g,"Restaurants, Lounges, Cocktail Bars, Nightlife, Bars",531,3.4609166666666664,Minerva Avenue,36.1806115,-86.8033294,1002 Buchanan St,37208.0,"['drinks', 'vibe', 'spot', 'place', 'drink']","['parking', 'venue', 'cigar', 'establishment', 'service']"
144409,43,Yu_tXvUoyOj5SpeDUOZwnQ,"Caterers, Honey, Food, Delis, Grocery, Restaurants, Fruits & Veggies, Event Planning & Services, Specialty Food",1411,5.758274418604651,The BE Hive,36.1948866,-86.743203,2414 Gallatin Ave,37206.0,"['place', 'food', 'meat', 'specials', 'crunch']","['buffalo wings', 'italian', 'ingredients', 'dining area', 'environment']"
144452,256,OOnuozzEfen6PQn7xK3ujA,"Cuban, Restaurants",1008,4.818909125475285,Back to Cuba,36.0818913,-86.758922,4683 Trousdale Dr,37204.0,"['food', 'place', 'cuban food', 'staff', 'cubano']","['server', 'girl', 'customer service', 'parking lot', 'seating']"
144715,679,ZNxFIwgPnmLu6ouQPPpR_Q,"Music Venues, American (New), Arts & Entertainment, Restaurants, Nightlife, Jazz & Blues, Bars",1432,4.581905079825835,Sambuca Restaurant,36.1518014103,-86.7844176292,601 12th Ave S,37203.0,"['food', 'service', 'atmosphere', 'music', 'live music']","['charcuterie board', 'cured meats', 'carrots', 'cheese sticks', 'price']"
145404,86,TOLkyYvbMJMzMYp0fXkdaA,"Thai, Restaurants",1185,4.497001136363637,Golden Thai,36.1294801,-86.8564604,"73 White Bridge Rd, Ste 107",37205.0,"['food', 'service', 'thai', 'pad thai', 'staff']","['spinach', 'broccoli over cabbage with peanut sauce', 'peanut sauce', 'owners daughter', 'sauce']"
145492,348,qCOr-SXLYq5zT9H7jwBB_w,"Restaurants, Barbeque, Southern, Food, Food Trucks",2101,5.169945682451254,HoneyFire BBQ,36.081103,-86.948194,"8127 Sawyer Brown Rd, Ste 304",37221.0,"['food', 'bbq', 'brisket', 'staff', 'place']","['pickup service', 'texture', 'lines', 'bourbon baked beans', 'meat quality']"
145851,6,KbCQENsTjAo5gpLVu3pLXg,"Restaurants, Korean",867,4.315016666666667,Bi-Bap Fusion Rice Bar Sushi,36.164008,-86.78116,235 5th Ave N,37219.0,"['lunch', 'food', 'couple']","['lunch', 'food', 'couple']"
145857,17,jfQtGGJeXM9Lf9aZlPHxpQ,"Nightlife, Restaurants, Tex-Mex, Bars",1877,3.860094117647059,Agave,36.155488,-86.786791,118 12th Ave S,37246.0,"['margaritas', 'place', 'tacos', 'food', 'stage']","['waitress', 'brisket burrito', 'refried beans', 'drinks', 'menu']"
145874,17,hVtsleCxdP7rPx0YbduBQA,"Food, Breakfast & Brunch, Bars, Nightlife, Wine Bars, Restaurants, Coffee & Tea, Cafes",1788,4.164141176470588,Cafe At Bobby,36.1646922,-86.779065,230 4th Ave N,37219.0,"['place', 'coffee', 'outdoor patio', 'chai', 'atmosphere']","['lunch', 'barista', 'service', 'customer service', 'chairs']"
145891,52,OfjIf_YzD8dC7YlsV8a71Q,"Restaurants, Sandwiches, Burgers, American (New), American (Traditional), French",1017,3.8613927272727273,Burgerim,36.169219,-86.6852936333,2260 Lebanon Pike,37214.0,"['service', 'food', 'burger', 'fries', 'place']","['service time', 'yelp', 'onion rings', 'circular fries chips', 'cajun']"
145946,15,RMKpKqA9LtN8qqFRJc89ZQ,"Restaurants, Chinese",1112,3.6350875,China Spring,36.2102698,-86.8376065,3946 Clarksville Pike,37218.0,"['food', 'service', 'rice', 'teriyaki chicken', 'beef broccoli']","['veggie', 'dishes', 'fried rice', 'joint', 'wonton soup']"
145962,5,lqjnEMpunyshKpsKa9a66A,"Restaurants, Food Stands",1941,2.91306,opry back porch BBQ,36.2063872353,-86.6925398063,2804 Opryland Dr,37214.0,"['bbq', 'sauces', 'cole slaw', 'food', 'pulled pork']","['food', 'pulled pork', 'bbq sauce', 'potato salad', 'beef brisket']"
145967,136,gR6ICS7qYX0DX675kJBsBQ,"Food, Event Planning & Services, Food Delivery Services, Caterers, Southern, Restaurants, Barbeque",1752,5.015063120567376,Slow & Low BBQ Bistro,36.150691,-86.853789,333 54th Ave N,37209.0,"['brisket', 'food', 'staff', 'ribs', 'bbq']","['doors', 'smoked hot wings', 'fries', 'bar b q', 'parking']"
146108,10,PtvSUANYUEkc8PL_48J1lQ,"Restaurants, Pizza",1058,0.97934,Little Caesar's,36.088985,-86.648169,2268 Murfreesboro Pike,37217.0,"['cheese', 'pizza', 'menu', 'staff', 'location']","['order', 'customer service', 'staff member', 'music', 'employees']"
146118,24,UlrEGYuRd5pxW0n4iCR9CQ,"Restaurants, Chicken Shop, Fast Food, Sandwiches",1246,3.4991000000000003,Chicken Guy!,36.1629191,-86.7760678981,139 2nd Ave N,37201.0,"['food', 'dipping sauces', 'service', 'fries', 'sauces']","['fast food', 'drink', 'grilled chicken strips', 'chicken guy', 'chicken']"
146142,10,gVxh7PO5mDP5hAXG-XbtYA,"Cocktail Bars, Nightlife, Tacos, Restaurants, Mexican, Bars",1754,4.11359,Tacos & Tequila,36.1529868,-86.7906645,1526 Demonbreun St,37203.0,"['service', 'spot', 'tacos', 'taco bowl', 'fajitas']","['brandon', 'margarita tower', 'dish', 'snack', 'bar']"
146152,11,pP5-CEsXKxjzm00HIpwjTw,"Food Trucks, Food Stands, Restaurants, Food, Street Vendors, Mexican",2070,5.429536363636363,Taqueria Express,36.1202749,-86.7494268,2400 Nolensville Pike,37210.0,[],[]
146163,208,Sd8NrlgB6SY6GEtIjPupfA,"Greek, Mediterranean, Restaurants",1160,5.3367080568720375,King Solomon's Gyros,36.1846127,-86.7483194,716 Gallatin Ave,37206.0,"['food', 'service', 'gyros', 'gyro', 'staff']","['fried cheese ravioli bites', 'waiting', 'restaurant', 'parking lot', 'sitting areas']"
146374,176,rDuHKSzTFJT_iyetAsTboQ,"Restaurants, Food, American (Traditional), Coffee & Tea, Nightlife, Bars",2136,4.94074,The Family Wash,36.174082,-86.761124,626A Main St,37206.0,"['food', 'service', 'atmosphere', 'staff', 'coffee']","['biscuits', 'meatloaf', 'breakfast food', 'biscuit pancake', 'parking']"
146554,40,IjF6swxGAObtg1kR5swLBg,"Coffee & Tea, Restaurants, Food, Sandwiches, Coffee Roasteries",797,4.954953658536585,Nashville Coffees,36.2197875495,-86.6978734102,"2416 Music Valley Dr, Ste 143",37214.0,"['coffee', 'staff', 'lattes', 'owner', 'place']","['steamed milk', 'cappuccino', 'drink', 'chai latte', 'parking lot']"
146595,117,-P7CxFXqAyZ7_ep4r4W-Zg,"Event Planning & Services, American (Traditional), Restaurants, Southern, American (New), Comfort Food, Caterers, Breakfast & Brunch, Food, Desserts",10,3.1774041322314046,Cracker Barrel Old Country Store,36.0829,-86.76234,4323 Sidco Dr,37204.0,"['food', 'service', 'server', 'breakfast', 'waitress']","['attitude', 'service time', 'hostess', 'management', 'manager']"
146716,15,l0DgOgLJDoUFHUYjw1uhTw,"Burgers, Breakfast & Brunch, Fast Food, American (Traditional), Restaurants",1915,3.0638588235294115,Hardee's,36.1506158026,-86.6997182,1000 Acorn Dr,37210.0,"['service', 'hardee', 'turkey burgers', 'food', 'biscuits']","['lunch', 'breakfast', 'sausage', 'meal', 'customer service']"
146733,69,Miy9w9lKGL_AzqIMkSvB0g,"Food Trucks, Mexican, Food, Restaurants, Tacos",942,5.5334642857142855,Cheap Charlies Taco Shop,36.1777844,-86.7497964,1101 Woodland St,37206.0,"['tacos', 'food', 'burritos', 'service', 'mexican']","['waiting', 'chicken tacos', 'red sauce', 'half', 'flavor']"
